0	0	0
0	0	0
0	0	0
0	0	0
1	0	0
1	5	0
1	5	0
1	8	0
1	10	0
2	14	0
5	21	0
7	42	0
10	101	0
12	148	0
16	230	0
32	364	0
53	551	0
78	778	0
134	1066	0
168	1341	0
194	1513	0
223	1621	0
257	1811	1
303	2033	4
358	2264	5
424	2519	6
499	2768	6
549	2887	7
594	2965	7
694	3186	8
793	3403	9
900	3637	12
1000	3840	18
1128	4109	20
1194	4217	23
1253	4302	27
1376	4526	31
1512	4762	36
1677	4990	38
1784	5166	48
1913	5360	52
1988	5441	62
2035	5486	75
2158	5612	83
2347	5874	97
2544	6105	106
2744	6361	118
2881	6600	134
2972	6765	147
3028	6837	164
3214	7115	177
3361	7318	193
3534	7684	213
3732	8007	228
3926	8342	251
3989	8524	280
4037	8677	301
4205	8963	324
4371	9316	343
4503	9692	359
4606	10014	375
4752	10352	386
4816	10525	393
4871	10672	404
5008	11047	409
5118	11439	422
5228	11862	432
5320	12223	442
5383	12595	453
5421	12807	464
5446	12967	474
5525	13412	481
5627	14148	483
5710	14710	489
5816	15139	493
5914	15649	498
5934	15979	504
5956	16260	506
6023	16641	511
6087	16922	514
6106	17065	518
6112	17100	518

