0	0	0
0	0	0
0	0	0
0	0	0
1	0	0
1	5	0
1	5	0
1	8	0
1	10	0
2	14	0
5	21	0
7	41	0
10	100	0
12	147	0
16	229	0
32	363	0
53	550	0
78	777	0
134	1065	0
168	1340	0
194	1512	0
223	1620	0
257	1809	1
302	2031	4
357	2262	5
423	2516	6
498	2765	6
548	2884	7
593	2962	7
693	3183	8
792	3400	9
899	3634	12
998	3835	18
1127	4102	20
1193	4210	23
1252	4295	27
1375	4519	31
1511	4754	36
1676	4982	38
1783	5158	48
1911	5352	52
1987	5433	62
2033	5478	75
2156	5604	83
2345	5866	97
2540	6097	106
2739	6354	118
2875	6593	134
2967	6758	147
3022	6830	164
3207	7109	178
3353	7311	194
3525	7677	214
3722	8000	229
3916	8334	252
3979	8516	281
4026	8669	302
4193	8952	325
4359	9305	344
4491	9679	360
4594	9999	376
4739	10336	387
4804	10511	394
4860	10659	405
4999	11033	410
5110	11423	423
5220	11846	433
5312	12207	443
5375	12579	454
5411	12791	465
5436	12951	475
5515	13394	482
5618	14131	484
5702	14692	490
5808	15132	494
5910	15646	500
5934	15996	506
5959	16308	509
6046	16802	514
6129	17330	518
6189	17753	522
6234	18100	522
6269	18100	522
6282	18100	522
6291	18100	522
6295	18100	522
